"At most **whole** children decided on the cotton candy.","At most half children chose any mint chocolates or decided on the cotton candy.",,neutral
"Socrates is rational.","Someone is **irrational**.",,entailment
"Rudolf has built a **small** and white house.","Rudolf has built a large house.",,entailment
"The tanker has only a small crew on board.","The tanker has only a **large** crew on board for being operated.",,entailment
"Tom doesn't spend **little** time in Boston.","Tom doesn't spend much time in business in Boston at all.",,entailment
"Most Europeans who are resident in Europe can travel freely within Europe.","**fewest** Europeans can travel freely within Europe.",,neutral
"Tom doesn't have much interest in outdoor sports.","Tom doesn't have **little** interest in outdoor sports to play.",,entailment
"**middle** rain and early guests seldom stay the night.","Early rainwater and people arriving late make the night a mood.",,neutral
"Tom has never had a good job that he liked.","Tom has never had a **bad** job.",,neutral
"She is not a **bad** sailor.","She is not a good seafarer.",,entailment
"Looking at pictures online of people trying to take photos of mirrors is my new thing.","Looking at pictures online of people trying to take photos of mirrors they want to sell is my **old** thing.",,neutral
"Tom is facing a few serious problems.","Tom is facing a few **frivolous** problems with the law.",,neutral
"Tom isn't very good at sports.","Tom isn't very **bad** at playing outdoor games.",,neutral
"Senator Rosario Ibarra is a human rights militant.","Senator and the great political figure rosario ibarra is a **nonhuman** rights militant.",,neutral
"Few aliens bought any shirts.","**many** aliens bought any clothes.",,neutral
"This hospital has a lot of new equipment.","This office has a lot of **old** desks.",,neutral
"This room doesn't get much morning sun.","This room doesn't get **little** sun.",,neutral
"He is not a good driver at night.","He is not a **bad** driver.",,neutral
"Every alien who did not buy some shirts is **hairless**.","Every alien who did not buy clothes is hairy.",,entailment
"I don't eat Mexicans **ripe** peppers at all.","I don't eat green peppers at all.",,neutral
"Little Sophie was not obedient.","Little girl Sophie was not **disobedient**.",,entailment
"She's wearing a **nasty** hat.","She's wearing a nice big hat.",,neutral
"The crown prince's mother wouldn't be the **last** royal whose movements were restricted since June 2017.","The crown prince's mother wouldn't be the first saudi royal whose movements were restricted since June 2017.",,neutral
"Some large birds prey upon **large** birds and animals.","Some large owls prey upon small birds and animals.",,neutral
"A **sighted** man shouldn't play cards.","A blind man should n’t play cards and board games at all.",,entailment
"Every alien who did not see some birds is **hairless**.","Every alien who did not see doves is hairy.",,neutral
"**lesser** than five campers have caught a cold.","More than five campers have had a sunburn or caught a cold.",,entailment
"Many aliens ate at some Mexican restaurants.","**few** aliens ate at restaurants.",,entailment
"I have never felt prouder in my whole life.","I have never felt happier and prouder in my **fractional** life.",,entailment
"No **lesser** than fifty children decided on the cotton candy.","No more than fifty children chose mint chocolates or decided on the cotton candy.",,neutral
"A human body consists of a countless number of red blood cells.","A **nonhuman** body consists of a countless number of cells.",,entailment
"Germany has no minimum wage.","Germany does not impose **maximal** wage.",,entailment
"Tom has never eaten **cooked** adult horse meat.","Tom has never eaten raw horse meat.",,neutral
"The word came to be used for all small heavenly bodies revolving about larger ones.","The word came to be used for all small heavenly artificial bodies revolving about **smaller** ones.",,entailment
"Every alien who did not eat at some restaurants is **hairless**.","Every alien who did not eat at Mexican restaurants is hairy.",,neutral
"So there is no **undedicated** high-dimensional memory block for every entity and no distinction between entity mentions and non-mention words.","So there is no dedicated memory block for every entity and no distinction between entity mentions and non-mention words.",,neutral
"**many** aliens drank any coke.","Few aliens drank soda.",,neutral
"The park is busy every cold season.","The park is **idle** every season.",,neutral
"Tom has never eaten **cooked** horse meat.","Tom has never eaten raw adult horse meat.",,entailment
"No more than fifty children decided on the cotton candy.","No **lesser** than fifty children chose any mint chocolates or decided on the cotton candy.",,neutral
"Tom doesn't spend **little** time in Boston.","Tom doesn't spend much time for study in Boston.",,entailment
"Today isn't my lucky day!","Halloween isn't my **unlucky** day!",,neutral
"Every unmarried man from my city is a groom for life.","Every **married** man is a groom for life.",,neutral
"This story doesn't have a **unhappy** brilliant ending.","This story doesn't have a happy ending.",,neutral
"The word came to be used for all small heavenly bodies revolving about larger ones.","The word came to be used for all **large** heavenly artificial bodies revolving about larger ones.",,entailment
"Many aliens watched some baseball matches.","**few** aliens watched some sports matches.",,entailment
"If I'd taken the plane yesterday, I wouldn't be **dead** now.","If I'd taken the plane, I wouldn't be alive now.",,neutral
"If I'd taken the plane, I wouldn't be **dead** now.","If I'd taken the blue plane, I wouldn't be alive now.",,entailment
"Most people don't like hospitals.","**fewest** people don't like bad hospitals.",,entailment
"Extraordinary things never happen in simple and ordinary ways.","**ordinary** things never happen in simple and ordinary ways they are complicated.",,entailment
"A trivial problem doesn't require **short** contemplation.","A trivial problem doesn't require long review.",,entailment
"Germany has no **maximal** wage.","Germany does not impose minimum wage.",,entailment
"**many** aliens threw any tennis balls.","Few aliens threw any balls.",,neutral
"Very **many** children chose any mint chocolates or decided on the cotton candy.","Very few children decided on the cotton candy.",,entailment
"All American bills are similar in color.","All American dollar bills are **dissimilar** in color.",,entailment
"Winter does not look real without snow.","Winter does not look **unreal** without ice.",,neutral
"Several Portuguese delegates got the results published in major national newspapers.","Several delegates got the results published in **minor** national newspapers.",,entailment
"In grounded communication tasks, speakers face pressures in choosing referential expressions that distinguish their targets from others in the context, leading to **few** kinds of pragmatic meaning enrichment.","In grounded communication tasks, speakers face pressures in choosing referential expressions that distinguish their targets from others in the context, leading to many kinds of meaning enrichment.",,entailment
"Few aliens read books.","**many** aliens read sci-fi novels.",,entailment
"That **white** bird is not a blackbird.","That black bird is not a true blackbird.",,entailment
"At least half campers have caught a cold.","At **most** half campers have had a sunburn or caught a cold.",,entailment
"A **small** spider was spinning a web.","A big wanderer was spinning a web.",,neutral
"Not **few** of the campers have ever had a sunburn or caught a cold.","Not many of the campers have caught a cold.",,entailment
"Tom doesn't have a steady girlfriend.","Tom doesn't have a **unsteady** pretty girlfriend.",,entailment
"Tom has never had a **bad** job.","Tom has never had a good job that he liked.",,entailment
"I could never afford a beach house as nice as that.","I could never afford a house as **nasty** as that.",,neutral
"Tom has a **many** friends in Boston subuerbs.","Tom has a few friends in Boston.",,entailment
"If the tedious school wasn't **optional**, I would stop going there.","If school wasn't obligatory, I would stop going there.",,neutral
"Few aliens played with toy cars.","**many** aliens played with toys.",,neutral
"**few** of the books had typical readers.","Many of the books had typical or marginal readers.",,entailment
"**morer** than five children decided on the cotton candy.","Less than five children chose mint chocolates or decided on the cotton candy.",,neutral
"At least **whole** children decided on the cotton candy.","At least half children chose mint chocolates or decided on the cotton candy.",,entailment
"Just watched the **last** quarter hour, got bored, skipped to the magic bit, it's funnier as a gif.","Just watched the first 15 minutes, got bored, skipped to the magic bit, it's funnier as a gif.",,entailment
"Few aliens threw tennis balls.","**many** aliens threw balls.",,neutral
"Tom doesn't like modern art.","Tom doesn't like **nonmodern** great art.",,entailment
"You're absolutely perfect, in every way.","You're absolutely **imperfect**, in every each way.",,entailment
"I have not yet collected **insufficient** materials to write a book.","I have not yet collected sufficient data to write a book.",,entailment
"Many aliens read books.","**few** aliens read sci-fi novels.",,neutral
"Many aliens read some news magazines.","**few** aliens read magazines.",,entailment
"Cruz has frequently derided as amnesty any plan that confers **illegal** status or citizenship on people living in the country illegally.","Cruz has frequently derided as amnesty any bill that confers legal status or citizenship on people living in the country illegally.",,entailment
"A **nonhuman** body consists of a countless number of cells.","A human metabolism consists of a countless number of cells.",,neutral
"I don't want to miss **unhappy** hour.","I don't want to miss happy breakfast hour.",,entailment
"He believed that blacks could win their fight for equal rights without  widespread violence.","He believed that blacks could win their fight for **unequal** rights without violence.",,neutral
"**few** people in Fiji don't have access to clean warm drinking water.","Many people in Fiji don't have access to clean drinking water.",,neutral
"Many aliens read some sci-fi novels.","**few** aliens read some books.",,entailment
"We didn't have much trouble.","We didn't have **little** trouble about stealing this.",,entailment
"No less than fifty campers have caught a cold.","No **morer** than fifty campers have ever had a sunburn or caught a cold.",,entailment
"Every alien who did not see any birds is hairy.","Every alien who did not see doves is **hairless**.",,neutral
"I don't really **unlike** horses.","I don't really like wild horses.",,entailment
"**fewest** Americans can't speak German.","Most Americans can't speak German spoken in hamburg.",,entailment
"Today is not **bad** for me.","Monday is not good for me.",,neutral
"If I'd taken the plane, I wouldn't be alive now.","If I'd taken the plane which crushed over the ocean, I wouldn't be **dead** now.",,entailment
"Many people in Fiji don't have access to clean drinking hot water.","**few** people in Fiji don't have access at all to clean drinking water.",,neutral
"Every student has **unfree** access to the library.","Every new student has free access to the library.",,entailment
"A good tree can't bear bad tropical fruits.","A good tree can't bear **good** fruits.",,neutral
"The word came to be used for all small heavenly artificial bodies revolving about **smaller** ones.","The word came to be used for all small heavenly bodies revolving about larger ones.",,neutral
"Extraordinary things never happen in simple and **extraordinary** ways.","Extraordinary things never happen in simple and ordinary ways they are complicated.",,entailment
"No **lesser** than fifty campers have caught a cold.","No more than fifty campers have had a sunburn or caught a cold.",,neutral
"Petrol is no longer a **expensive** fuel.","Petrol is no longer a cheap fossil.",,entailment
"Every body is busy except me.","Every person is **idle** except me.",,entailment
"**few** of the children decided on the cotton candy.","Many of the children chose mint chocolates or decided on the cotton candy.",,entailment
"You know that some life changing actions must be taken when grandma reacts with the sad emoji.","You know that some actions must be taken when grandma reacts with the **glad** emoji.",,entailment
"I'm a normal girl.","I'm a **abnormal** beautiful girl.",,neutral
"Stracciatella ice-cream is nothing but a plain ice-cream with chocolate chips.","Mcdonalds ice-cream is nothing but a **fancy** ice-cream with chocolate chips.",,neutral
"Less than five campers have caught a cold.","**morer** than five campers have ever had a sunburn or caught a cold.",,neutral
"At **most** three commissioners spend time at home.","At least three commissioners spend a lot of time at home.",,neutral
"The government has imposed a new tax on famous wine.","The government has imposed a **old** tax on wine.",,entailment
"**lesser** than five campers have had a sunburn or caught a cold.","More than five campers have caught a cold.",,neutral
"I think that most young people prefer to listen to rock music from 60s.","I think that **fewest** young people prefer to listen to rock music.",,entailment
"Extraordinary things never happen in simple and ordinary usual ways.","Extraordinary things never happen in simple and **extraordinary** ways.",,neutral
"It's not true that Betty doesn't live in Germany.","It's not **false** that Betty doesn't live in Berlin.",,neutral
"At **fewest** ten commissioners spend a lot of time at home.","At most ten commissioners spend time at home.",,neutral
"We combed police records of the incident but found no mention of witnesses seeing a **short**, bearded man.","We combed police records of the incident but found no slight mention of witnesses seeing a tall, bearded man.",,entailment
"She has no **nonspatial** awareness.","She has no spatial awareness of good life.",,entailment
"A doe is a female white deer.","A doe is a **androgynous** deer.",,entailment
"We can't afford to buy a **old** manual car.","We can't afford to buy a new car.",,neutral
"I want to avoid **necessary** risks.","I want to avoid unnecessary risks and misfortunes.",,entailment
"Tom really leads no **difficult** life.","Tom really leads no easy life all those years.",,entailment
"More than five of the children chose mint chocolates or decided on the cotton candy.","**lesser** than five of the children decided on the cotton candy.",,neutral
"No human power can manage that.","No **nonhuman** law power can manage that.",,entailment
"Tom doesn't have much interest in **indoor** sports to play.","Tom doesn't have much interest in outdoor sports.",,neutral
"Many people in Fiji don't have access to clean drinking water.","**few** people in Fiji don't have access to clean drinking mineral water.",,entailment
"Every old member of the cabinet was **future**.","Every member of the cabinet was present.",,neutral
"Every alien who did not watch some sports matches is hairy.","Every alien who did not watch baseball matches is **hairless**.",,neutral
"A few committee members are from Scandinavia.","At least a **many** female committee members are from Scandinavia.",,neutral
"I haven't made **little** progress in work.","I haven't made much progress.",,neutral
"Tom hasn't bought a new pair of good shoes in three years.","Tom hasn't bought a **old** pair of shoes in three years.",,neutral
"Many aliens drank some coke.","**few** aliens drank soda.",,entailment
"The government has imposed a **old** tax on wine.","The government has imposed a new tax on German wine.",,neutral
"Every member of the cabinet was **future**.","Every female member of the cabinet was present.",,entailment
"I don't want to make **old** friends!","I don't want to make new chum!",,entailment
"Tom isn't **bad** at math.","Tom is not good at exact sciences.",,neutral
"We consider all context words as **negative** examples and sample negatives at random from the dictionary.","We consider all words as positive examples and sample negatives at random from the dictionary.",,neutral
"Few aliens ate any pork.","**many** aliens ate any meat.",,neutral
"Tom has a **many** friends in Boston.","Tom has a few friends in Boston suburbs.",,neutral
"No **impractical** joker should be without a whoopee cushion.","No practical good joker should be without a whoopee cushion.",,entailment
"Every alien who did not read books is **hairless**.","Every alien who did not read sci-fi novels is hairy.",,neutral
"I don't really like wild horses.","I don't really **unlike** horses.",,neutral
"**ordinary** things never happen in simple and ordinary ways.","Extraordinary things never happen in simple and ordinary manner.",,entailment
"Today is not **bad** for me.","Meeting today is not good for me.",,neutral
"I wouldn't like to meet him in a dark place.","I wouldn't like to meet him in a **light** site.",,entailment
"Little Sophie was not **disobedient**.","Little girl Sophie was not obedient.",,entailment
"There are no other options.","There are no **same** possibilities.",,entailment
"You're absolutely perfect, in every way.","You're absolutely **imperfect**, in every style.",,entailment
"If Esperanto were an **difficult** language I wouldn't need a proofreader.","If Esperanto were an easy language I wouldn't need a proofreader to help me.",,entailment
"This room doesn't get much sun.","This room doesn't get **little** morning sun.",,entailment
"I don't have a good appetite.","I don't have a **bad** appetite today.",,entailment
"It is no wonder that a good looking man of his ability is successful.","It is no wonder that a man of his ability is **unsuccessful**.",,neutral
"Every alien who did not eat at any Mexican restaurants is **hairless**.","Every alien who did not eat at restaurants is hairy.",,entailment
"We combed police records of the incident but found no mention of witnesses seeing a tall, bearded man.","We combed police records of the incident but found no unexpected mention of witnesses seeing a **short**, bearded man.",,entailment
"He spent a **many** months in Scotland.","He spent a few months this year in Scotland.",,neutral
"My father didn't eat **little** fruit.","My father didn't eat much fruit in general.",,entailment
"Tom is, without question, the **worst** man for the job.","Tom is, without question and certainly, the best man for the job.",,entailment
"Few aliens drank any coke.","**many** aliens drank soda.",,neutral
"Tom doesn't have a steady favorite girlfriend.","Tom doesn't have a **unsteady** girlfriend.",,neutral
"Every alien who did not eat some pork is **hairless**.","Every alien who did not eat meat is hairy.",,entailment
"He sang some old songs that remind me of you.","He sang some **young** songs.",,entailment
"We consider some context words as **negative** examples and sample negatives at random from the dictionary.","We consider some words as positive examples and sample negatives at random from the dictionary.",,entailment
"I bought a few eggs and a little milk.","I bought a **many** apples and a little milk.",,neutral
"Some things that Tom told me aren't true.","Some things about my wife that Tom told me aren't **false**.",,neutral
"Few aliens drank coke.","**many** aliens drank soda.",,neutral
"Sida does not take any new decisions on support to projects in the baltic states.","Sida does not take any **old** decisions on gathering support to projects in the baltic states.",,entailment
"Mary is sad or tired.","Mary is very **glad** or very tired.",,neutral
"I don't want to get a **empty** strong denture.","I don't want to get a full denture.",,neutral
"**large** Sophie was not obedient.","Little baby Sophie was not obedient.",,entailment
"Senator Rosario Ibarra is a **nonhuman** rights militant.","Senator and the great political figure rosario ibarra is a human rights militant.",,neutral
"All of them have **dependent** means.","All of them have independent transport.",,neutral
"Tom is facing a few serious problems with the law.","Tom is facing a **many** serious problems.",,entailment
"Few of the books had typical or marginal readers.","Few of the books had (some) **atypical** readers.",,entailment
"He believed that blacks could win their fight for **unequal** rights without violence.","He believed that blacks could win their fight for equal rights without any serious violence.",,entailment
"I bought a **many** eggs and a little milk.","I bought a few apples and a little milk.",,neutral
"The word came to be used for all small heavenly artificial bodies revolving about larger ones.","The word came to be used for all **large** heavenly bodies revolving about larger ones.",,neutral
"You're no longer children.","You're no **shorter** kids.",,entailment
"Few aliens used any coins.","**many** aliens used any quarters.",,entailment
"Tom has never eaten raw horse meat.","Tom has never eaten **cooked** American horse meat.",,entailment
"You shouldn't read useless books.","You shouldn't read **useful** romantic books.",,entailment
"Rock climbing without **improper** equipment is dangerous.","Rock climbing without proper reliable equipment is dangerous.",,entailment
"Many people in Fiji don't have access to clean warm drinking water.","**few** people in Fiji don't have access to clean drinking water.",,neutral
"I don't want to miss **unhappy** hour.","I don't want to miss happy hour for cake.",,entailment
"If I'd taken the plane, I wouldn't be **dead** now.","If I'd taken the plane which crushed over the ocean, I wouldn't be alive now.",,entailment
"I don't want to get a full strong denture.","I don't want to get a **empty** denture.",,neutral
"I didn't understand that last sentence.","I didn't understand that **first** half of the sentence.",,entailment
"While most successful approaches for reading comprehension rely on recurrent neural networks (RNNs), running them over long documents is prohibitively slow because it is **easy** to parallelize over sequences.","While most approaches for reading comprehension rely on recurrent neural networks (RNNs), running them over long documents is prohibitively slow because it is difficult to parallelize over sequences.",,neutral
"**many** aliens drove cars.","Few aliens drove suvs.",,entailment
"You're no **shorter** children.","You're no longer little kids.",,entailment
"Few aliens bought clothes.","**many** aliens bought shirts.",,entailment
"Many people in Fiji don't have access to clean drinking water.","**few** people in Fiji don't have access to clean warm drinking water.",,entailment
"**many** committee members are from southern Europe.","Few female committee members are from southern Europe.",,entailment
"She has no **nonspatial** awareness.","She has no spatial awareness of life.",,entailment
"Tom isn't a bad coach for his team players.","Tom isn't a **good** coach.",,neutral
"Some of my best friends are cops.","Some of my **worst** friends are cops and doctors.",,neutral
"All of a sudden, i felt a **dull** constant pain in my stomach.","All of a sudden, i felt a sharp pain in my stomach.",,entailment
"Petrol is no longer a **expensive** fuel.","Petrol is no longer a cheap available fuel.",,entailment
"I bought a new pair of glasses.","I bought a **old** ball.",,neutral
"This isn't a **bad** sign.","This isn't a good sign of being healthy.",,entailment
"Many aliens drove cars.","**few** aliens drove suvs.",,neutral
"No less than five children chose any mint chocolates or decided on the cotton candy.","No **morer** than five children decided on the cotton candy.",,neutral
"At least half children decided on the cotton candy.","At **most** half children chose any mint chocolates or decided on the cotton candy.",,entailment
"My tree had a **many** blossoms but no ripe fruit.","My tree had a few blossoms but no fruit.",,neutral
"We combed police records of the incident but found no unexpected mention of witnesses seeing a **short**, bearded man.","We combed police records of the incident but found no mention of witnesses seeing a tall, bearded man.",,neutral
"You're no **shorter** children.","You're no longer kids.",,entailment
"Few aliens read sci-fi novels.","**many** aliens read books.",,neutral
"Winter does not look **unreal** without snow.","Winter does not look real without snow stones.",,neutral
"There are no **same** options.","There are no other kind of options.",,entailment
"You're absolutely perfect, in every way.","You're absolutely **imperfect**, in every imaginable way.",,entailment
"Dogs have all the good qualities of people without at the same time possessing their weaknesses.","Dogs and cats have all the good qualities of people without at the **other** time possessing their weaknesses.",,neutral
"I don't dig modern jazz.","I don't dig new **nonmodern** jazz.",,entailment
"At **most** half campers have caught a cold.","At least half campers have had a sunburn or caught a cold.",,entailment
"I could never afford a colorful house as nice as that.","I could never afford a house as **nasty** as that.",,neutral
"The world court has no legal power to enforce its orders but its decisions have traditionally carried some **undiplomatic** weight.","The world court has no power to enforce its orders but its decisions have traditionally carried some diplomatic weight.",,neutral
"The government has imposed a **old** tax on wine produced before 2004.","The government has imposed a new tax on wine.",,entailment
"He has no **nonspatial** awareness.","He has no spatial awareness or similar.",,entailment
"Early rain and early guests seldom stay the night.","**middle** thunder and early guests seldom stay the night.",,neutral
"At **fewest** half campers have caught a cold.","At most half campers have had a sunburn or caught a cold.",,neutral
"The park is busy every season in the afternoon.","The park is **idle** every season.",,neutral
"Every alien who did not drink any coke is **hairless**.","Every alien who did not drink soda is hairy.",,entailment
"Every alien who did not watch baseball matches is hairy.","Every alien who did not watch sports matches is **hairless**.",,entailment
"You shouldn't read useless fiction books.","You shouldn't read **useful** books.",,neutral
"I've never seen a **thin** strict vegan.","I've never seen a fat vegan.",,neutral
"No practical joker should be without a whoopee cushion.","No **impractical** hilarious joker should be without a whoopee cushion.",,entailment
"He had a fatal lack of ability to think logically.","He had a **nonfatal** lack of ability and speed to think logically.",,entailment
"At least half children chose any mint chocolates or decided on the cotton candy.","At **most** half children decided on the cotton candy.",,neutral
"More than five children decided on the cotton candy.","**lesser** than five children chose any mint chocolates or decided on the cotton candy.",,entailment
"Almost no students get **empty** marks in chinese classics.","Almost no student gets full grades for very poor performance in chinese classics.",,neutral
"He has no specific aim.","He has no **general** objective.",,entailment
"This isn't a **bad** sign.","This isn't a good sign about the situation.",,entailment
"I'm not a **large** girl anymore.","I'm not a little lass anymore.",,entailment
"This room doesn't get **little** sun.","This room doesn't get much morning sun.",,entailment
"He believed that blacks could win their fight for equal rights without violence.","He believed that blacks could win their fight for **unequal** rights without widespread violence.",,entailment
"Many British delegates obtained interesting results from the survey.","Many delegates obtained **uninteresting** results from the survey.",,neutral
"Some large birds prey upon **large** birds and animals.","Some large birds hunt and prey upon small birds and animals.",,neutral
"A **small** animal fled from the zoo.","A large furry animal fled from the zoo.",,neutral
"We can't afford to buy a new car.","We can't afford to buy a **old** manual car.",,entailment
"Many of the children decided on the cotton candy.","**few** of the children chose any mint chocolates or decided on the cotton candy.",,entailment
"Every member of the cabinet was present.","Every particular member of the cabinet was **future**.",,entailment
"There's nothing **asexual** about it.","There's nothing extraordinary or sexual about it.",,neutral
"War is not a natural disaster like an earthquake or a tsunami.","Extermination is not a **unnatural** disaster like an earthquake or a tsunami.",,neutral
"Every alien who did not throw balls is **hairless**.","Every alien who did not throw tennis balls is hairy.",,neutral
"At most ten female commissioners spend time at home.","At **fewest** ten commissioners spend time at home.",,neutral
"I don't have a good appetite.","I don't have a **bad** appetite as i'm on a diet.",,entailment
"Tom goes to bed at the same time every night.","Tom goes to the shower at the **other** time every night.",,neutral
"None of the sopranos sang with fewer than three of the tenors.","None of the sopranos sang with **morer** than three of the male singers.",,entailment
"At most ten commissioners spend time at home.","At **fewest** ten female commissioners spend time at home.",,entailment
"No **morer** than five campers have ever had a sunburn or caught a cold.","No less than five campers have caught a cold.",,neutral
"Every alien who did not buy some shirts is hairy.","Every alien who did not buy clothes is **hairless**.",,entailment
"I have never felt prouder in my whole life.","I have never felt gratified in my **fractional** life.",,entailment
"At most **whole** children decided on the cotton candy.","At most half children chose mint chocolates or decided on the cotton candy.",,neutral
"All of a sudden, i felt a sharp constant pain in my stomach.","All of a sudden, i felt a **dull** pain in my stomach.",,entailment
"Looking at pictures online of people trying to take photos of mirrors is my **old** thing.","Looking at pictures online of people trying to take photos of mirrors they want to sell is my new thing.",,neutral
"**morer** than five of campers have caught a cold.","Less than five of campers have ever had a sunburn or caught a cold.",,neutral
"**fewest** Americans can't speak German.","Most Americans can't speak German language.",,entailment
"Tom doesn't have **hairless** arms.","Tom doesn't have hairy black arms.",,entailment
"If i were a foreigner, i probably couldn't eat **cooked** fish from the sea.","If i were a foreigner, i probably couldn't eat raw fish.",,neutral
"Every **married** grown man is a groom for life.","Every unmarried man is a groom for life.",,neutral
"A large animal fled from the zoo.","A **small** furry animal fled from the zoo.",,neutral
"Tom isn't a **bad** student.","Tom isn't a good student of the school.",,entailment
"If the weather is nice tomorrow, we will have a picnic.","If the weather is **nasty** tomorrow, we will have a a picnic with barbecue.",,neutral
"**fewest** people don't like hospitals.","Most people don't like clinic.",,entailment
"More than five of campers have had a sunburn or caught a cold.","**lesser** than five of campers have caught a cold.",,neutral
"That shouldn't be too **little** of a problem.","That shouldn't be too much of a problem at home.",,entailment
"**few** aliens watched some sports matches.","Many aliens watched some baseball matches.",,neutral
"I want to avoid unnecessary risks.","I want to avoid **necessary** risks and misfortunes.",,entailment
"Tom is facing a few serious problems.","Tom is facing a **many** serious problems with the law.",,neutral
"No less than five children decided on the cotton candy.","No **morer** than five children chose mint chocolates or decided on the cotton candy.",,entailment
"This medicine has no harmful side-effects against the person.","This medicine has no **harmless** side-effects.",,neutral
"Less than five of campers have caught a cold.","**morer** than five of campers have ever had a sunburn or caught a cold.",,neutral
"Tom couldn't find a **bad** place to hide.","Tom couldn't find a good and cute place to hide.",,entailment
"Tom has a few friends in Boston subuerbs.","Tom has a **many** friends in Boston.",,entailment
"Every day, my brother borrows a new book from the library.","Every day, my brother borrows a **old** t-shirt from me.",,neutral
"It isn't **little** fun going mountain climbing by yourself.","It isn't much joy going mountain climbing by yourself.",,entailment
"No **morer** than five children chose mint chocolates or decided on the cotton candy.","No less than five children decided on the cotton candy.",,neutral
"Don't go to extremes, to be moderate is important in anything.","Don't go to ridiculous extremes, to be **immoderate** is important in anything.",,entailment
"She has no **nonspatial** awareness of good life.","She has no spatial awareness.",,neutral
"In my opinion, **impermanent** peace is nothing but illusion.","In my opinion, permanent health is nothing but illusion.",,neutral
"I think that most young people prefer to listen to rock music.","I think that **fewest** young people prefer to listen to rock music from 60s.",,neutral
"My tree had a **many** blossoms but no fruit.","My tree had a few blossoms but no ripe fruit.",,entailment
"Few committee members are from southern Europe.","Few female committee members are from **northern** Europe.",,entailment
"At **most** three elephants are navy blue.","At least three elephants are blue.",,entailment
"Many delegates obtained results from the survey.","**few** delegates obtained interesting results from the survey.",,neutral
"Every alien who did not watch any sports matches is hairy.","Every alien who did not watch baseball matches is **hairless**.",,neutral
"Not a few houses were destroyed in the typhoon.","Not a **many** houses and buildings were destroyed in the typhoon.",,entailment
"No more than five children chose mint chocolates or decided on the cotton candy.","No **lesser** than five children decided on the cotton candy.",,entailment
"**many** aliens read any magazines.","Few aliens read any news magazines.",,entailment
"Tom has never had a good job.","Tom has never had a **bad** job in his field of expertise.",,entailment
"Mr. Thomas had no objection to mr. **black** being elected chairman.","Mr. Thomas had no objection at all to mr. white being elected chairman.",,entailment
"Sida does not take any **old** decisions on support to projects in the baltic states.","Sida does not take any new decisions on feasible support to projects in the baltic states.",,entailment
"I wouldn't like to meet him in a dark place.","I wouldn't like to meet him in a **light** spot.",,entailment
"More than five campers have ever had a sunburn or caught a cold.","**lesser** than five campers have caught a cold.",,neutral
"Tom was wearing a **white** hat.","Tom was wearing a black scarf.",,neutral
"He has no **general** good aim.","He has no specific aim.",,neutral
"He owns a private jet.","He owns a **public** helicopter.",,neutral
"Very **many** of the children decided on the cotton candy.","Very few of the children chose any mint chocolates or decided on the cotton candy.",,neutral
"I don't dig new **nonmodern** jazz.","I don't dig modern jazz.",,neutral
"Some important papers are missing from the files.","Some **unimportant** documents on criminal proceedings are missing from the files.",,neutral
"Many aliens saw some doves.","**few** aliens saw some birds.",,entailment
"I was in New York with my boyfriend for a **many** days.","I was in New York city for a few days.",,entailment
"**few** people in Fiji don't have access to clean drinking water.","Many people in Fiji don't have access to clean fresh water.",,entailment
"Few aliens read any magazines.","**many** aliens read any news magazines.",,entailment
"A **nonhuman** body consists of a countless number of red blood cells.","A human body consists of a countless number of cells.",,entailment
"Most Americans can't speak German.","**fewest** Americans can't speak German language.",,entailment
