"Tom has never eaten cooked horse meat.","Tom has never eaten raw adult horse meat.",neutral
"No more than fifty children decided on the cotton candy.","No less than fifty children chose any mint chocolates or decided on the cotton candy.",neutral
"Tom doesn't spend little time in Boston.","Tom doesn't spend much time for study in Boston.",neutral
"Today isn't my lucky day!","Halloween isn't my unlucky day!",neutral
"Every unmarried man from my city is a groom for life.","Every married man is a groom for life.",neutral
"This story doesn't have a unhappy brilliant ending.","This story doesn't have a happy ending.",neutral
"The word came to be used for all small heavenly bodies revolving about larger ones.","The word came to be used for all large heavenly artificial bodies revolving about larger ones.",neutral
"Many aliens watched some baseball matches.","Few aliens watched some sports matches.",contradiction
"If I'd taken the plane yesterday, I wouldn't be dead now.","If I'd taken the plane, I wouldn't be alive now.",neutral
"If I'd taken the plane, I wouldn't be dead now.","If I'd taken the blue plane, I wouldn't be alive now.",neutral
"Most people don't like hospitals.","Fewest people don't like bad hospitals.",neutral
"Extraordinary things never happen in simple and ordinary ways.","Ordinary things never happen in simple and ordinary ways they are complicated.",neutral
"A trivial problem doesn't require short contemplation.","A trivial problem doesn't require long review.",neutral
"Germany has no maximal wage.","Germany does not impose minimum wage.",neutral
"Many aliens threw some tennis balls.","Few aliens threw any balls.",contradiction
"Very many children chose some mint chocolates or decided on the cotton candy.","Very few children decided on the cotton candy.",neutral
"All American bills are similar in color.","All American dollar bills are dissimilar in color.",contradiction
"Winter does not look real without snow.","Winter does not look unreal without ice.",neutral
"Several Portuguese delegates got the results published in major national newspapers.","Several delegates got the results published in minor national newspapers.",neutral
"In grounded communication tasks, speakers face pressures in choosing referential expressions that distinguish their targets from others in the context, leading to few kinds of pragmatic meaning enrichment.","In grounded communication tasks, speakers face pressures in choosing referential expressions that distinguish their targets from others in the context, leading to many kinds of meaning enrichment.",neutral
"Few aliens read books.","Many aliens read sci-fi novels.",contradiction
"That white bird is not a blackbird.","That black bird is not a true blackbird.",neutral
"At least half campers have caught a cold.","At most half campers have had a sunburn or caught a cold.",neutral
"A small spider was spinning a web.","A big wanderer was spinning a web.",neutral
"Not few of the campers have ever had a sunburn or caught a cold.","Not many of the campers have caught a cold.",neutral
"Tom doesn't have a steady girlfriend.","Tom doesn't have a unsteady pretty girlfriend.",neutral
"Tom has never had a bad job.","Tom has never had a good job that he liked.",neutral
"I could never afford a beach house as nice as that.","I could never afford a house as nasty as that.",neutral
"Tom has a many friends in Boston subuerbs.","Tom has a few friends in Boston.",contradiction
"If the tedious school wasn't optional, I would stop going there.","If school wasn't obligatory, I would stop going there.",neutral
"Few aliens played with toy cars.","Many aliens played with toys.",neutral
"Few of the books had typical readers.","Many of the books had typical or marginal readers.",neutral
"More than five children decided on the cotton candy.","Less than five children chose mint chocolates or decided on the cotton candy.",contradiction
"At least all children decided on the cotton candy.","At least half children chose mint chocolates or decided on the cotton candy.",entailment
"Just watched the last quarter hour, got bored, skipped to the magic bit, it's funnier as a gif.","Just watched the first 15 minutes, got bored, skipped to the magic bit, it's funnier as a gif.",contradiction
"Few aliens threw tennis balls.","Many aliens threw balls.",neutral
"Tom doesn't like modern art.","Tom doesn't like nonmodern great art.",neutral
"You're absolutely perfect, in every way.","You're absolutely imperfect, in every each way.",contradiction
"I have not yet collected insufficient materials to write a book.","I have not yet collected sufficient data to write a book.",neutral
"Many aliens read books.","Few aliens read sci-fi novels.",neutral
"Many aliens read some news magazines.","Few aliens read magazines.",contradiction
"Cruz has frequently derided as amnesty any plan that confers illegal status or citizenship on people living in the country illegally.","Cruz has frequently derided as amnesty any bill that confers legal status or citizenship on people living in the country illegally.",neutral
"A nonhuman body consists of a countless number of cells.","A human metabolism consists of a countless number of cells.",neutral
"I don't want to miss unhappy hour.","I don't want to miss happy breakfast hour.",neutral
"He believed that blacks could win their fight for equal rights without  widespread violence.","He believed that blacks could win their fight for unequal rights without violence.",neutral
"Few people in Fiji don't have access to clean warm drinking water.","Many people in Fiji don't have access to clean drinking water.",neutral
"Many aliens read some sci-fi novels.","Few aliens read some books.",contradiction
"We didn't have much trouble.","We didn't have little trouble about stealing this.",neutral
"No less than fifty campers have caught a cold.","No more than fifty campers have ever had a sunburn or caught a cold.",contradiction
"Every alien who did not see any birds is hairy.","Every alien who did not see doves is hairless.",contradiction
"I don't really unlike horses.","I don't really like wild horses.",neutral
"Fewest Americans can't speak German.","Most Americans can't speak German spoken in hamburg.",neutral
"Today is not bad for me.","Monday is not good for me.",neutral
"If I'd taken the plane, I wouldn't be alive now.","If I'd taken the plane which crushed over the ocean, I wouldn't be dead now.",contradiction
"Many people in Fiji don't have access to clean drinking hot water.","Few people in Fiji don't have access at all to clean drinking water.",entailment
"Every student has unfree access to the library.","Every new student has free access to the library.",neutral
"A good tree can't bear bad tropical fruits.","A good tree can't bear good fruits.",neutral
"The word came to be used for all small heavenly artificial bodies revolving about smaller ones.","The word came to be used for all small heavenly bodies revolving about larger ones.",neutral
"Extraordinary things never happen in simple and extraordinary ways.","Extraordinary things never happen in simple and ordinary ways they are complicated.",neutral
"No less than fifty campers have caught a cold.","No more than fifty campers have had a sunburn or caught a cold.",contradiction
"Petrol is no longer a expensive fuel.","Petrol is no longer a cheap fossil.",contradiction
"Every body is busy except me.","Every person is idle except me.",contradiction
"Few of the children decided on the cotton candy.","Many of the children chose mint chocolates or decided on the cotton candy.",neutral
"You know that some life changing actions must be taken when grandma reacts with the sad emoji.","You know that some actions must be taken when grandma reacts with the glad emoji.",neutral
"I'm a normal beautiful girl.","I'm a abnormal girl.",contradiction
"Stracciatella ice-cream is nothing but a plain ice-cream with chocolate chips.","Mcdonalds ice-cream is nothing but a fancy ice-cream with chocolate chips.",neutral
"Less than five campers have caught a cold.","More than five campers have ever had a sunburn or caught a cold.",neutral
"At most three commissioners spend time at home.","At least three commissioners spend a lot of time at home.",neutral
"The government has imposed a new tax on famous wine.","The government has imposed a old tax on wine.",neutral
"Less than five campers have had a sunburn or caught a cold.","More than five campers have caught a cold.",contradiction
"I think that most young people prefer to listen to rock music from 60s.","I think that fewest young people prefer to listen to rock music.",contradiction
"Extraordinary things never happen in simple and ordinary usual ways.","Extraordinary things never happen in simple and extraordinary ways.",neutral
"It's not true that Betty doesn't live in Germany.","It's not false that Betty doesn't live in Berlin.",neutral
"At fewest ten commissioners spend a lot of time at home.","At most ten commissioners spend time at home.",neutral
"We combed police records of the incident but found no mention of witnesses seeing a short, bearded man.","We combed police records of the incident but found no slight mention of witnesses seeing a tall, bearded man.",neutral
"She has no nonspatial awareness.","She has no spatial awareness of good life.",neutral
"A doe is a female white deer.","A doe is a androgynous deer.",contradiction
"We can't afford to buy a old manual car.","We can't afford to buy a new car.",entailment
"I want to avoid necessary risks.","I want to avoid unnecessary risks and misfortunes.",neutral
"Tom really leads no difficult life.","Tom really leads no easy life all those years.",neutral
"More than five of the children chose mint chocolates or decided on the cotton candy.","Less than five of the children decided on the cotton candy.",neutral
"No human power can manage that.","No nonhuman law power can manage that.",neutral
"Tom doesn't have much interest in indoor sports to play.","Tom doesn't have much interest in outdoor sports.",neutral
"Many people in Fiji don't have access to clean drinking water.","Few people in Fiji don't have access to clean drinking mineral water.",neutral
"Every old member of the cabinet was absent.","Every member of the cabinet was present.",contradiction
"Every alien who did not watch some sports matches is hairy.","Every alien who did not watch baseball matches is hairless.",contradiction
"A few committee members are from Scandinavia.","At least many female committee members are from Scandinavia.",neutral
"I haven't made little progress in work.","I haven't made much progress.",neutral
"Tom hasn't bought a new pair of good shoes in three years.","Tom hasn't bought a old pair of shoes in three years.",neutral
"Many aliens drank some coke.","Few aliens drank soda.",contradiction
"The government has imposed a old tax on wine.","The government has imposed a new tax on German wine.",neutral
"Every member of the cabinet was absent.","Every female member of the cabinet was present.",contradiction
"I don't want to make old friends!","I don't want to make new chum!",neutral
"Tom isn't bad at math.","Tom is not good at exact sciences.",neutral
"We consider all context words as negative examples and sample negatives at random from the dictionary.","We consider all words as positive examples and sample negatives at random from the dictionary.",contradiction
"Few aliens ate any pork.","Many aliens ate any meat.",neutral
"Tom has a many friends in Boston.","Tom has a few friends in Boston suburbs.",neutral
"No impractical joker should be without a whoopee cushion.","No practical good joker should be without a whoopee cushion.",neutral
"Every alien who did not read books is hairless.","Every alien who did not read sci-fi novels is hairy.",contradiction
"I don't really like wild horses.","I don't really unlike horses.",contradiction
"Ordinary things never happen in simple and ordinary ways.","Extraordinary things never happen in simple and ordinary manner.",neutral
"Today is not bad for me.","Meeting today is not good for me.",neutral
"I wouldn't like to meet him in a dark place.","I wouldn't like to meet him in a light site.",neutral
"Little Sophie was not disobedient.","Little girl Sophie was not obedient.",contradiction
"There are no other options.","There are no better possibilities.",contradiction
"You're absolutely perfect, in every way.","You're absolutely imperfect, in every style.",contradiction
"If Esperanto were an difficult language I wouldn't need a proofreader.","If Esperanto were an easy language I wouldn't need a proofreader to help me.",neutral
"This room doesn't get much sun.","This room doesn't get little morning sun.",neutral
"I don't have a good appetite.","I don't have a bad appetite today.",neutral
"It is no wonder that a good looking man of his ability is successful.","It is no wonder that a man of his ability is unsuccessful.",contradiction
"Every alien who did not eat at any Mexican restaurants is hairless.","Every alien who did not eat at restaurants is hairy.",contradiction
"We combed police records of the incident but found no mention of witnesses seeing a tall, bearded man.","We combed police records of the incident but found no unexpected mention of witnesses seeing a short, bearded man.",neutral
"He spent many months in Scotland.","He spent a few months this year in Scotland.",neutral
"My father didn't eat little fruit.","My father didn't eat much fruit in general.",neutral
"Tom is, without question, the worst man for the job.","Tom is, without question and certainly, the best man for the job.",contradiction
"Few aliens drank any coke.","Many aliens drank soda.",neutral
"Tom doesn't have a steady favorite girlfriend.","Tom doesn't have a unsteady girlfriend.",neutral
"Every alien who did not eat some pork is hairless.","Every alien who did not eat meat is hairy.",neutral
"He sang some old songs that remind me of you.","He sang some young songs.",neutral
"We consider some context words as negative examples and sample negatives at random from the dictionary.","We consider some words as positive examples and sample negatives at random from the dictionary.",neutral
"I bought a few eggs and a little milk.","I bought a many apples and a little milk.",neutral
"Some things that Tom told me aren't true.","Some things about my wife that Tom told me aren't false.",neutral
"Few aliens drank coke.","Many aliens drank soda.",neutral
"Sida does not take any new decisions on support to projects in the baltic states.","Sida does not take any old decisions on gathering support to projects in the baltic states.",neutral
"Mary is sad or tired.","Mary is very glad or very tired.",neutral
"I don't want to get a partial strong denture.","I don't want to get a full denture.",neutral
"Large Sophie was not obedient.","Little baby Sophie was not obedient.",neutral
"Senator Rosario Ibarra is a nonhuman rights militant.","Senator and the great political figure rosario ibarra is a human rights militant.",neutral
"All of them have dependent means.","All of them have independent transport.",neutral
"Tom is facing a few serious problems with the law.","Tom is facing a many serious problems.",neutral
"Few of the books had typical or marginal readers.","Few of the books had (some) atypical readers.",neutral
"He believed that blacks could win their fight for unequal rights without violence.","He believed that blacks could win their fight for equal rights without any serious violence.",neutral
"I bought a many eggs and a little milk.","I bought a few apples and a little milk.",neutral
"The word came to be used for all small heavenly artificial bodies revolving about larger ones.","The word came to be used for all large heavenly bodies revolving about larger ones.",neutral
"You're no longer children.","You're still kids.",contradiction
"Few aliens used any coins.","Many aliens used any quarters.",contradiction
"Tom has never eaten raw horse meat.","Tom has never eaten cooked American horse meat.",neutral
"You shouldn't read useless books.","You shouldn't read useful romantic books.",neutral
"Rock climbing without improper equipment is dangerous.","Rock climbing without proper reliable equipment is dangerous.",neutral
"Many people in Fiji don't have access to clean warm drinking water.","Few people in Fiji don't have access to clean drinking water.",entailment
"I don't want to miss unhappy hour.","I don't want to miss happy hour for cake.",neutral
"If I'd taken the plane, I wouldn't be dead now.","If I'd taken the plane which crushed over the ocean, I wouldn't be alive now.",contradiction
"I don't want to get a full strong denture.","I don't want to get a partly denture.",neutral
"I didn't understand that last sentence.","I didn't understand that first half of the sentence.",neutral
"While most successful approaches for reading comprehension rely on recurrent neural networks (RNNs), running them over long documents is prohibitively slow because it is easy to parallelize over sequences.","While most approaches for reading comprehension rely on recurrent neural networks (RNNs), running them over long documents is prohibitively slow because it is difficult to parallelize over sequences.",contradiction
"Many aliens drove cars.","Few aliens drove suvs.",neutral
"You're still children.","You're no longer little kids.",neutral
"Few aliens bought clothes.","Many aliens bought shirts.",contradiction
"Many people in Fiji don't have access to clean drinking water.","Few people in Fiji don't have access to clean warm drinking water.",entailment
"Many committee members are from southern Europe.","Few female committee members are from southern Europe.",neutral
"She has no nonspatial awareness.","She has no spatial awareness of life.",neutral
"Tom isn't a bad coach for his team players.","Tom isn't a good coach.",neutral
"Some of my best friends are cops.","Some of my worst friends are cops and doctors.",neutral
"All of a sudden, i felt a dull constant pain in my stomach.","All of a sudden, i felt a sharp pain in my stomach.",neutral
"Petrol is no longer a expensive fuel.","Petrol is no longer a cheap available fuel.",contradiction
"I bought a new pair of glasses.","I bought a old ball.",neutral
"This isn't a bad sign.","This isn't a good sign of being healthy.",neutral
"Many aliens drove cars.","Few aliens drove suvs.",neutral
"No less than five children chose any mint chocolates or decided on the cotton candy.","No more than five children decided on the cotton candy.",neutral
"At least half children decided on the cotton candy.","At most half children chose any mint chocolates or decided on the cotton candy.",neutral
"My tree had many blossoms but no ripe fruit.","My tree had a few blossoms but no fruit.",neutral
"We combed police records of the incident but found no unexpected mention of witnesses seeing a short, bearded man.","We combed police records of the incident but found no mention of witnesses seeing a tall, bearded man.",neutral
"You're still children.","You're no longer kids.",contradiction
"Few aliens read sci-fi novels.","Many aliens read books.",neutral
"Winter does not look unreal without snow.","Winter does not look real without snow stones.",neutral
"There are no better options.","There are no other kind of options.",neutral
"You're absolutely perfect, in every way.","You're absolutely imperfect, in every imaginable way.",contradiction
"Dogs have all the good qualities of people without at the same time possessing their weaknesses.","Dogs and cats have all the good qualities of people without at the other time possessing their weaknesses.",neutral
"I don't dig modern jazz.","I don't dig new nonmodern jazz.",neutral
"At most half campers have caught a cold.","At least half campers have had a sunburn or caught a cold.",neutral
"I could never afford a colorful house as nice as that.","I could never afford a house as nasty as that.",neutral
"The world court has no legal power to enforce its orders but its decisions have traditionally carried some undiplomatic weight.","The world court has no power to enforce its orders but its decisions have traditionally carried some diplomatic weight.",neutral
"The government has imposed a old tax on wine produced before 2004.","The government has imposed a new tax on wine.",neutral
"He has no nonspatial awareness.","He has no spatial awareness or similar.",neutral
"Early rain and early guests seldom stay the night.","Middle thunder and early guests seldom stay the night.",neutral
"At fewest half campers have caught a cold.","At most half campers have had a sunburn or caught a cold.",contradiction
"The park is busy every season in the afternoon.","The park is idle every season.",contradiction
"Every alien who did not drink any coke is hairless.","Every alien who did not drink soda is hairy.",contradiction
"Every alien who did not watch baseball matches is hairy.","Every alien who did not watch sports matches is hairless.",contradiction
"You shouldn't read useless fiction books.","You shouldn't read useful books.",neutral
"I've never seen a thin strict vegan.","I've never seen a fat vegan.",neutral
"No practical joker should be without a whoopee cushion.","No impractical hilarious joker should be without a whoopee cushion.",neutral
"He had a fatal lack of ability to think logically.","He had a nonfatal lack of ability and speed to think logically.",neutral
"At least half children chose any mint chocolates or decided on the cotton candy.","At most half children decided on the cotton candy.",neutral
"More than five children decided on the cotton candy.","Less than five children chose any mint chocolates or decided on the cotton candy.",contradiction
"Almost no students get bad marks in chinese classics.","Almost no student gets full grades for very poor performance in chinese classics.",neutral
"He has no specific aim.","He has no general objective.",neutral
"This isn't a bad sign.","This isn't a good sign about the situation.",neutral
"I'm not a large girl anymore.","I'm not a little lass anymore.",neutral
"This room doesn't get little sun.","This room doesn't get much morning sun.",neutral
"He believed that blacks could win their fight for equal rights without violence.","He believed that blacks could win their fight for unequal rights without widespread violence.",neutral
"Many British delegates obtained interesting results from the survey.","Many delegates obtained uninteresting results from the survey.",neutral
"Some large birds prey upon large birds and animals.","Some large birds hunt and prey upon small birds and animals.",neutral
"A small animal fled from the zoo.","A large furry animal fled from the zoo.",neutral
"We can't afford to buy a new car.","We can't afford to buy a old manual car.",neutral
"Many of the children decided on the cotton candy.","Few of the children chose any mint chocolates or decided on the cotton candy.",contradiction
"Every member of the cabinet was present.","Every particular member of the cabinet was absent.",contradiction
"There's nothing asexual about it.","There's nothing extraordinary or sexual about it.",neutral
"War is not a natural disaster like an earthquake or a tsunami.","Extermination is not a unnatural disaster like an earthquake or a tsunami.",neutral
"Every alien who did not throw balls is hairless.","Every alien who did not throw tennis balls is hairy.",contradiction
"At most ten female commissioners spend time at home.","At fewest ten commissioners spend time at home.",neutral
"I don't have a good appetite.","I don't have a bad appetite as i'm on a diet.",neutral
"Tom goes to bed at the same time every night.","Tom goes to the shower at the other time every night.",neutral
"None of the sopranos sang with fewer than three of the tenors.","None of the sopranos sang with more than three of the male singers.",neutral
"At most ten commissioners spend time at home.","At fewest ten female commissioners spend time at home.",neutral
"No more than five campers have ever had a sunburn or caught a cold.","No less than five campers have caught a cold.",contradiction
"Every alien who did not buy some shirts is hairy.","Every alien who did not buy clothes is hairless.",contradiction
"I have never felt prouder in my whole life.","I have never felt gratified in my fractional life.",neutral
"At most all children decided on the cotton candy.","At most half children chose mint chocolates or decided on the cotton candy.",contradiction
"All of a sudden, i felt a sharp constant pain in my stomach.","All of a sudden, i felt a dull pain in my stomach.",neutral
"Looking at pictures online of people trying to take photos of mirrors is my old thing.","Looking at pictures online of people trying to take photos of mirrors they want to sell is my new thing.",neutral
"More than five of campers have caught a cold.","Less than five of campers have ever had a sunburn or caught a cold.",contradiction
"Fewest Americans can't speak German.","Most Americans can't speak German language.",contradiction
"Tom doesn't have hairless arms.","Tom doesn't have hairy black arms.",neutral
"If i were a foreigner, i probably couldn't eat cooked fish from the sea.","If i were a foreigner, i probably couldn't eat raw fish.",neutral
"Every married grown man is a groom for life.","Every unmarried man is a groom for life.",neutral
"A large animal fled from the zoo.","A small furry animal fled from the zoo.",neutral
"Tom isn't a bad student.","Tom isn't a good student of the school.",neutral
"If the weather is nice tomorrow, we will have a picnic.","If the weather is nasty tomorrow, we will have a a picnic with barbecue.",neutral
"Fewest people don't like hospitals.","Most people don't like clinic.",contradiction
"More than five of campers have had a sunburn or caught a cold.","Less than five of campers have caught a cold.",neutral
"That shouldn't be too little of a problem.","That shouldn't be too much of a problem at home.",neutral
"Few aliens watched some sports matches.","Many aliens watched some baseball matches.",contradiction
"I want to avoid unnecessary risks.","I want to avoid necessary risks and misfortunes.",neutral
"Tom is facing a few serious problems.","Tom is facing many serious problems with the law.",contradiction
"No less than five children decided on the cotton candy.","No more than five children chose mint chocolates or decided on the cotton candy.",contradiction
"This medicine has no harmful side-effects against the person.","This medicine has no harmless side-effects.",neutral
"Less than five of campers have caught a cold.","More than five of campers have ever had a sunburn or caught a cold.",neutral
"Tom couldn't find a bad place to hide.","Tom couldn't find a good and cute place to hide.",neutral
"Tom has a few friends in Boston subuerbs.","Tom has a many friends in Boston.",neutral
"Every day, my brother borrows a new book from the library.","Every day, my brother borrows a old t-shirt from me.",neutral
"It isn't little fun going mountain climbing by yourself.","It isn't much joy going mountain climbing by yourself.",neutral
"No more than five children chose mint chocolates or decided on the cotton candy.","No less than five children decided on the cotton candy.",contradiction
"Don't go to extremes, to be moderate is important in anything.","Don't go to ridiculous extremes, to be immoderate is important in anything.",contradiction
"She has no nonspatial awareness of good life.","She has no spatial awareness.",neutral
"In my opinion, impermanent peace is nothing but illusion.","In my opinion, permanent health is nothing but illusion.",neutral
"I think that most young people prefer to listen to rock music.","I think that fewest young people prefer to listen to rock music from 60s.",neutral
"My tree had many blossoms but no fruit.","My tree had a few blossoms but no ripe fruit.",entailment
"Few committee members are from southern Europe.","Few female committee members are from northern Europe.",neutral
"At most three elephants are navy blue.","At least three elephants are blue.",neutral
"Many delegates obtained results from the survey.","Few delegates obtained interesting results from the survey.",neutral
"Every alien who did not watch any sports matches is hairy.","Every alien who did not watch baseball matches is hairless.",contradiction
"Not a few houses were destroyed in the typhoon.","Not a many houses and buildings were destroyed in the typhoon.",contradiction
"No more than five children chose mint chocolates or decided on the cotton candy.","No less than five children decided on the cotton candy.",contradiction
"Many aliens read any magazines.","Few aliens read any news magazines.",neutral
"Tom has never had a good job.","Tom has never had a bad job in his field of expertise.",neutral
"Mr. Thomas had no objection to mr. black being elected chairman.","Mr. Thomas had no objection at all to mr. white being elected chairman.",neutral
"Sida does not take any old decisions on support to projects in the baltic states.","Sida does not take any new decisions on feasible support to projects in the baltic states.",neutral
"I wouldn't like to meet him in a dark place.","I wouldn't like to meet him in a light spot.",neutral
"More than five campers have ever had a sunburn or caught a cold.","Less than five campers have caught a cold.",neutral
"Tom was wearing a white hat.","Tom was wearing a black scarf.",neutral
"He has no general good aim.","He has no specific aim.",neutral
"He owns a private jet.","He owns a public helicopter.",neutral
"Very many of the children decided on the cotton candy.","Very few of the children chose any mint chocolates or decided on the cotton candy.",contradiction
"I don't dig new nonmodern jazz.","I don't dig modern jazz.",neutral
"Some important papers are missing from the files.","Some unimportant documents on criminal proceedings are missing from the files.",neutral
"Many aliens saw some doves.","Few aliens saw some birds.",contradiction
"I was in New York with my boyfriend for many days.","I was in New York city for a few days.",neutral
"Few people in Fiji don't have access to clean drinking water.","Many people in Fiji don't have access to clean fresh water.",neutral
"Few aliens read any magazines.","Many aliens read any news magazines.",contradiction
"A nonhuman body consists of a countless number of red blood cells.","A human body consists of a countless number of cells.",neutral
"Most Americans can't speak German.","Fewest Americans can't speak German language.",contradiction
Tom doesn't spend little time in Boston today.,Tom doesn't spend much time in Boston.,neutral
Many aliens bought shirts.,Few aliens bought clothes.,contradiction
Tom was wearing a white hat.,Tom was wearing a black sweater.,neutral
Every alien who did not eat some pork is hairy.,Every alien who did not eat meat is hairless.,contradiction
"If nonhuman life is convex, we can optimize it.","If human life is unusual and convex, we can optimize it.",neutral
There are no other good options.,There are no better options.,neutral
Few people in Fiji don't have access to clean drinking water.,Many people in Fiji don't have basic access to clean drinking water.,contradiction
There are many passengers on this train.,There are few passengers with stomach problems on this train.,neutral
I have seen bill recently.,I haven't seen uncle bill for a long time.,contradiction
Tom hasn't bought a new pair of shoes in three years.,Tom has bought a new pair of adidas shoes in the past three years.,contradiction
"All of a gradual, i felt a sharp constant pain in my stomach.","All of a sudden, i felt a sharp pain in my stomach.",contradiction
You're still children.,You're no longer teenagers.,contradiction
Stracciatella ice-cream is nothing but a fancy ice-cream with chocolate chips.,Algida ice-cream is nothing but a plain ice-cream with chocolate chips.,neutral
He believed that blacks could win their fight for unequal rights without violence.,He believed that blacks could win their fight for equal rights without violence and rioting.,neutral
I was in the hospital for a few days.,I was in the hospital for many days last month.,contradiction
Few aliens drove any suvs.,Many aliens drove any cars.,neutral
At most half children decided on the cotton candy.,At most all children chose any mint chocolates or decided on the cotton candy.,neutral
Senator Rosario Ibarra is a human rights militant.,Senator activist is a nonhuman rights militant.,neutral
Rudolf has built a small pent house with pool.,Rudolf has built a large pent house.,neutral
At least three pachyderms are pink.,At most three elephants are pink.,neutral
None of the passengers is in mortal danger and fear.,All the passengers are in mortal danger.,neutral
The first pleasurable experience I had interacting with another human being was at the age of seventeen.,The last experience I had interacting with another human being was at the age of seventeen.,neutral
Tom goes to bed at a different time every night in winter.,Tom goes to bed at the same time every night.,contradiction
Every unmarried man is a groom for life.,Every married man from my city is a groom for life.,contradiction
"We combed police records of the incident but found no mention of witnesses seeing a short, bearded man.","We combed police records of the incident but found no unexpected mention of witnesses seeing a tall, bearded man.",neutral
The first displeasurable experience I had interacting with another human being was at the age of seventeen.,The last pleasurable experience I had interacting with another human being was at the age of seventeen.,neutral
You don't have to go to an Ivy League college to get a bad education.,You don't have to go to an Ivy League French college to get a good education.,neutral
Few children decided on the cotton candy.,Many children chose any mint chocolates or decided on the cotton candy.,neutral
Every alien who did not read some magazines is hairless.,Every alien who did not read news magazines is hairy.,contradiction
I just want to sleep for a few hours.,I just want to sleep for many minutes to recover from fatigue.,neutral
I don't answer stupid questions that tend to offend me.,I don't answer smart questions.,neutral
Every member of the cabinet was absent.,Every particular member of the cabinet was present.,contradiction
I could never afford a house as nasty as that.,I could never afford a beach house as nice as that.,neutral
Cruz has frequently derided as amnesty any plan that confers legal status or citizenship on people living in the country illegally.,Cruz has frequently derided as amnesty any bill that confers illegal status or citizenship on people living in the country illegally.,neutral
Not a few pupils could solve the problem.,Not many good pupils could solve the problem.,neutral
I don't really want to pay that much for a new car.,I don't really want to pay that much for a old Nissan car.,neutral
It is no wonder that a man of his ability is unsuccessful.,It is no wonder that a human of his ability is successful.,contradiction
Every tall man from Japan ran quickly.,Every short man ran.,neutral
There's no same way to do this.,There's no other alternative way to do this.,neutral
I've never seen a fat strict vegan.,I've never seen a thin vegan.,neutral
Germany decided to not use any more nuclear energy.,Sweden decided to not use any more conventional energy.,neutral
A doe is a male white deer.,A doe is a female deer.,contradiction
You're no longer babies.,You're still children.,neutral
Large Sophie was not obedient.,Little baby girl Sophie was not obedient.,neutral
I was in the hospital for many days last month.,I was in the hospital for a few days.,contradiction
Not few of the campers have had a sunburn or caught a cold.,Not many of the campers have caught a cold.,neutral
I wish you all a Merry Christmas and a Happy New Year.,I sincerely wish you all a Merry Christmas and a unhappy New Year.,contradiction
At fewest half campers have caught a cold.,At most half campers have ever had a sunburn or caught a cold.,contradiction
Rock climbing without proper equipment is dangerous.,Rock climbing without proper reliable equipment is safe.,contradiction
Some small birds hunt and prey upon small birds and animals.,Some large birds prey upon small birds and animals.,neutral
Many aliens ate some meat.,Few aliens ate some pork.,neutral
No less than fifty campers have caught a cold.,No more than fifty campers have ever had a sunburn or caught a cold.,contradiction
Tom isn't a good writer.,Tom isn't a bad drama writer.,contradiction
"Picasso was no clown, and he was a unsarcastic commentator on a confused age, a great archivist of humanity's foolishness.","Picasso was no jester, and he was a sarcastic commentator on a confused age, a great archivist of humanity's foolishness.",contradiction
"You're absolutely imperfect, in every way.","You're absolutely perfect, in every each way.",contradiction
That shouldn't be too much of a problem.,That shouldn't be too little of a problem at home.,neutral
"If it's a nasty day tomorrow, we'll go on a picnic.","If it's a nice day tomorrow, we'll go on a horse riding.",neutral
This story doesn't have a happy adorable ending.,This story doesn't have a unhappy ending.,neutral
You can't have a rainbow without a large rain.,You can't have a rainbow in the sky without a little rain.,neutral
I have made little progress.,I have made much progress in work.,contradiction
Many of the books had atypical readers.,Many of the books had typical or marginal readers.,neutral
Tom was wearing a white hat.,Tom was wearing a black golfer.,neutral
This story doesn't have a unhappy ending.,This story doesn't have a happy adorable ending.,neutral
Many aliens ate some meat.,Few aliens ate pork.,neutral
Arabic isn't a easy language.,Arabic isn't a difficult and very complicated language.,neutral
He sang some new songs.,He sang some old country songs.,neutral
There's no same way to do this.,There's no other simpler way to do this.,neutral
I don't really like horses.,I don't really hate black and tall horses.,neutral
Extraordinary things never happen in simple and ordinary ways.,Ordinary things never happen in simple and ordinary usual ways.,neutral
Few aliens drank some coke.,Many aliens drank some soda.,neutral
There are no worse options.,There are no better kind of options.,neutral
Many delegates obtained interesting results from the survey.,Few delegates obtained results from the survey.,contradiction
Few aliens watched baseball matches.,Many aliens watched sports matches.,neutral
Few female committee members are from southern Europe.,Few committee members are from northern Europe.,neutral
Germany has no maximal requirement wage.,Germany has no minimum wage.,neutral
It is no wonder that a man of his ability is so successful.,It is no wonder that a good man of his ability is so unsuccessful.,neutral
People who don't have a computer can't make full use of this mp3 player function.,People who don't have a personal computer can't make partially use of this mp3 player function.,neutral
At least a few committee members are from Scandinavia.,Many female committee members are from Scandinavia.,neutral
Every member of the cabinet was absent.,Every gold partner member of the cabinet was present.,contradiction
Dogs and cats have all the good qualities of people without at the other time possessing their weaknesses.,Dogs have all the good qualities of people without at the same time possessing their weaknesses.,neutral
Little Sophie was not obedient.,Little baby Sophie was not disobedient.,contradiction
I have never felt prouder in my fractional life.,I have never felt happier and prouder in my whole life.,neutral
"You're absolutely perfect, in every way.","You're absolutely imperfect, in every possible way.",contradiction
