At least half children decided on the cotton candy.,At **most** half children chose mint chocolates or decided on the cotton candy.,contradiction,entailment
Every alien who did not read some news magazines is hairy.,Every alien who did not read magazines is **hairless**.,contradiction,entailment
No **morer** than fifty campers have had a sunburn or caught a cold.,No less than fifty campers have caught a cold.,contradiction,neutral
Less than five children decided on the cotton candy.,**more** than five children chose any mint chocolates or decided on the cotton candy.,neutral,neutral
Every tall man ran quickly.,Every **short** man ran.,neutral,entailment
Every **married** man is a groom for life.,Every unmarried man from my city is a groom for life.,neutral,entailment
Every alien who did not read some sci-fi novels is hairy.,Every alien who did not read books is **hairless**.,contradiction,entailment
**many** aliens ate any pork.,Few aliens ate any meat.,contradiction,neutral
**few** British delegates obtained interesting results from the survey.,Many delegates obtained interesting results from the survey.,neutral,neutral
**few** people in Fiji don't have access to clean drinking mineral water.,Many people in Fiji don't have access to clean drinking water.,neutral,neutral
At **fewest** half children decided on the cotton candy.,At most half children chose any mint chocolates or decided on the cotton candy.,contradiction,neutral
I'll do my best to have no regrets.,I'll do my **worst** to have no regrets for you.,contradiction,entailment
**few** people in Fiji don't have access to clean drinking water on foot at all.,Many people in Fiji don't have access to clean drinking water.,neutral,neutral
This doesn't seem to be a serious problem.,This doesn't seem to be a **frivolous** problem for me.,neutral,entailment
I have not yet collected **insufficient** materials to write a history book.,I have not yet collected sufficient materials to write a book.,neutral,neutral
A **nonhuman** body consists of a countless number of cells and tissues.,A human body consists of a countless number of cells.,neutral,entailment
Extraordinary things never happen in simple and ordinary ways.,**ordinary** things never happen in simple and ordinary habitual ways.,neutral,entailment
Few aliens used coins.,**many** aliens used quarters.,contradiction,entailment
I was in New York with my boyfriend for a few days.,I was in New York city for a **many** days.,contradiction,entailment
No less than fifty children chose mint chocolates or decided on the cotton candy.,No **morer** than fifty children decided on the cotton candy.,neutral,neutral
At most half campers have caught a cold.,At **fewest** half campers have ever had a sunburn or caught a cold.,neutral,neutral
Little Sophie was not obedient.,Sophie was not **disobedient** in her dance class.,neutral,entailment
Tom doesn't like modern great art.,Tom doesn't like **nonmodern** art.,neutral,neutral
My tree had a few blossoms but no fruit.,My tree had a **many** blossoms but no fruits to eat.,contradiction,entailment
Every alien who did not use any quarters is hairy.,Every alien who did not use coins is **hairless**.,contradiction,entailment
Many aliens played with some toys.,**few** aliens played with some toy cars.,neutral,neutral
Dogs have all the good qualities of people without at the same time possessing their weaknesses.,Dogs and cats have all the **bad** qualities of people without at the same time possessing their weaknesses.,neutral,neutral
I don't have a good appetite for vegetable.,I don't have a **bad** appetite.,neutral,neutral
I don't have **little** interest in cooking.,I don't have much interest or encourage in cooking.,neutral,entailment
There are no other options for you.,There are no **better** options.,neutral,entailment
Today is not good for me.,Monday is not **bad** for me.,neutral,neutral
The talk between labor and management yielded no definite results.,The talk between labor and management yielded no **indefinite** agreements.,neutral,entailment
All Tom wanted was a nice hot bath.,All Tom wanted was a **nasty** hot and relaxing bath.,contradiction,neutral
Very **many** of the children decided on the cotton candy.,Very few of the children chose mint chocolates or decided on the cotton candy.,contradiction,neutral
Every alien who did not drink soda is **hairless**.,Every alien who did not drink coke is hairy.,contradiction,neutral
Arabic isn't a **easy** language.,Arabic isn't a difficult and rare language.,neutral,entailment
Most Americans can't speak German spoken in hamburg.,**fewest** Americans can't speak German.,neutral,neutral
Every alien who did not buy shirts is **hairless**.,Every alien who did not buy clothes is hairy.,contradiction,entailment
A **hot** bath refreshed him.,A cold water refreshed him.,neutral,neutral
Every alien who did not play with some toys is hairy.,Every alien who did not play with toy cars is **hairless**.,contradiction,neutral
I'll do my **worst** to have no regrets.,I'll do my best to have no regrets for anything.,contradiction,entailment
At most half campers have ever had a sunburn or caught a cold.,At **fewest** half campers have caught a cold.,contradiction,entailment
It's only a slight cold.,It's only a **much** head cold.,contradiction,entailment
She slept for a **many** dreamless hours.,She slept for a few hours.,contradiction,neutral
Every alien who did not throw any tennis balls is hairy.,Every alien who did not throw balls is **hairless**.,contradiction,entailment
The office was **large** but it had a view of the city.,The office was small but it had a smell of the city.,contradiction,neutral
You're **still** children.,You're no longer small children.,contradiction,entailment
"You're absolutely perfect, in every way.","You're absolutely **imperfect**, in every excellent way.",contradiction,entailment
My tree had a few blossoms but no fruit to eat.,My tree had a **many** blossoms but no fruits.,contradiction,neutral
Every female member of the cabinet was **absent**.,Every member of the cabinet was present.,contradiction,neutral
He sang some **young** songs.,He sang some old songs that remind me of you.,neutral,neutral
All of them have independent means.,All of them have **dependent** transport.,neutral,neutral
She's wearing a **nasty** big hat.,She's wearing a nice hat.,contradiction,entailment
"Picasso was no clown, and he was a sarcastic commentator on a confused age, a great archivist of humanity's foolishness.","Picasso was no comic figure, and he was a **unsarcastic** commentator on a confused age, a great archivist of humanity's foolishness.",contradiction,entailment
"In many areas, **nonhuman** activity has changed the form of river channels, altering magnitudes and frequencies of flooding.","In many developed areas, human activity has changed the form of river channels, altering magnitudes and frequencies of flooding.",neutral,neutral
Many aliens ate some pork.,**few** aliens ate meat.,contradiction,entailment
I don't have wide hips.,I don't have **narrow** hips at all.,neutral,entailment
"The **earliest** incident, reported Monday morning, killed a 17-year-old boy and wounded a woman.","The latest fatal incident, reported Monday morning, killed a 17-year-old boy and wounded a woman.",neutral,entailment
There's nothing sexual about it.,There's nothing extraordinary or **asexual** about it.,neutral,neutral
At **most** one man sang or danced.,At least one man danced.,neutral,neutral
Jack can't afford a new 5-gear bicycle.,Jack can't afford a **old** bicycle.,neutral,entailment
No **more** than fifty children decided on the cotton candy.,No less than fifty children chose any mint chocolates or decided on the cotton candy.,neutral,entailment
Few aliens read news magazines.,**many** aliens read magazines.,neutral,neutral
No less than five children chose mint chocolates or decided on the cotton candy.,No **more** than five children decided on the cotton candy.,neutral,neutral
No more than fifty children chose any mint chocolates or decided on the cotton candy.,No **less** than fifty children decided on the cotton candy.,contradiction,entailment
**few** people in Fiji don't have access to clean drinking water.,Many people in Fiji don't have access to clean and safe drinking water.,neutral,entailment
I don't want to miss happy hour for cake.,I don't want to miss **unhappy** hour.,neutral,neutral
Many aliens ate at some restaurants.,**few** aliens ate at some Mexican restaurants.,neutral,neutral
You shouldn't read **useful** comic books.,You shouldn't read useless books.,neutral,neutral
**few** aliens drove suvs.,Many aliens drove cars.,neutral,entailment
You shouldn't read useless books.,You shouldn't read **useful** fiction books.,neutral,entailment
A big spider was spinning a web.,A **small** spider was spinning a light.,neutral,neutral
"If the grain is bad, spice won't help.","If the grain is **good**, flavoring won't help.",neutral,neutral
He believed that blacks could win their fight for **unequal** rights without violence.,He believed that blacks could win their fight for equal rights without widespread violence.,neutral,entailment
You shouldn't read **useful** fiction books.,You shouldn't read useless books.,neutral,neutral
"While **fewest** approaches for reading comprehension rely on recurrent neural networks (RNNs), running them over long documents is prohibitively slow because it is difficult to parallelize over sequences.","While most successful approaches for reading comprehension rely on recurrent neural networks (RNNs), running them over long documents is prohibitively slow because it is difficult to parallelize over sequences.",contradiction,neutral
**few** aliens read news magazines.,Many aliens read magazines.,neutral,entailment
**few** aliens threw some tennis balls.,Many aliens threw some balls.,neutral,entailment
Tom swims in pool every other day.,Tom swims every **same** day.,neutral,entailment
Tom really leads no **difficult** life.,Tom really leads no easy common life.,neutral,entailment
"If the grain is **good**, spice won't help.","If the grain is bad, flavoring won't help.",neutral,neutral
**many** aliens used any quarters.,Few aliens used any coins.,contradiction,neutral
Most Americans can't speak old German language.,**fewest** Americans can't speak German.,neutral,neutral
No **less** than fifty children chose mint chocolates or decided on the cotton candy.,No more than fifty children decided on the cotton candy.,neutral,entailment
My **last** car didn't have hydraulic power steering.,My first car didn't have power steering.,neutral,neutral
**fewest** Americans can't speak German like a native.,Most Americans can't speak German.,neutral,neutral
I think that most **old** people prefer to listen to rock music.,I think that most young people prefer to listen to heavy metal music.,neutral,neutral
She has been studying French for a few years.,She has been studying astro physics for a **many** years.,neutral,neutral
Many people in Fiji don't have access to clean drinking water.,**few** people in Fiji don't have access to clean drinking water in workplaces.,neutral,entailment
Tom isn't very good at sports.,Tom isn't very **bad** at fixing those kinds of things.,neutral,neutral
**few** of the children chose any mint chocolates or decided on the cotton candy.,Many of the children decided on the cotton candy.,contradiction,neutral
**less** than five campers have caught a cold.,More than five campers have ever had a sunburn or caught a cold.,neutral,entailment
Many people in Fiji don't have access to clean drinking water.,**few** people in Fiji don't have access to clean drinking cold water.,neutral,entailment
Tom is facing a few serious problems to face exams.,Tom is facing a few **frivolous** problems.,neutral,entailment
She has no **nonspatial** awareness.,She has no spatial awareness at all.,neutral,entailment
Every alien who did not drink some soda is **hairless**.,Every alien who did not drink coke is hairy.,contradiction,neutral
"If it's a nice day tomorrow, we'll go on a picnic.","If it's a **nasty** day tomorrow, we'll go on a horse riding.",neutral,neutral
I could never afford a house as nice as that.,I could never afford a colorful house as **nasty** as that.,neutral,entailment
No less than five campers have caught a cold.,No **more** than five campers have had a sunburn or caught a cold.,contradiction,entailment
You don't have to go to an Ivy League college to get a good education.,You don't have to go to an Ivy League English college to get a **bad** education.,contradiction,entailment
Tom was wearing a **white** hat.,Tom was wearing a black cap.,contradiction,neutral
I don't answer stupid questions.,I don't answer **smart** questions that tend to offend me.,neutral,entailment
My tree had a few blossoms but no fruit.,My tree had a **many** blossoms but no ripe fruit.,contradiction,entailment
Few aliens ate any meat.,**many** aliens ate any pork.,contradiction,entailment
Every alien who did not play with some toys is **hairless**.,Every alien who did not play with toy cars is hairy.,contradiction,neutral
Jane didn't die a **unnatural** death.,Jane didn't die a natural death with no pain.,contradiction,entailment
Germany has no **maximal** wage.,Germany has no minimum requirement wage.,neutral,entailment
Germany has no **maximal** necessary wage.,Germany has no minimum wage.,neutral,neutral
"If i were a foreigner, i probably couldn't eat **cooked** fish from this restaurant.","If i were a foreigner, i probably couldn't eat raw fish.",neutral,neutral
No words can express her deep sorrow.,No meaningful words can express her **shallow** sorrow.,contradiction,entailment
I'll do my **worst** to have no regrets.,I'll do my best to have no possible regrets.,contradiction,entailment
Tom has a **many** friends in Boston.,Tom has a few friends in Boston metropolitan area.,neutral,neutral
I don't want to miss **unhappy** hour to enjoy with my friends.,I don't want to miss happy hour.,neutral,neutral
Tom goes to bed at a **different** time every night.,Tom goes to bed at the same time every night in april.,contradiction,entailment
More than five campers have caught a cold.,**lesser** than five campers have had a sunburn or caught a cold.,contradiction,entailment
You have no legal right to seize my property.,You have no **illegal** right and also any international right to seize my property.,neutral,entailment
Few aliens watched sports matches.,**many** aliens watched baseball matches.,contradiction,entailment
Not many of the children chose any mint chocolates or decided on the cotton candy.,Not **few** of the children decided on the cotton candy.,contradiction,entailment
Early rain and **middle** guests seldom stay the night.,Early thunder and early guests seldom stay the night.,neutral,neutral
Rudolf has built a **small** house.,Rudolf has built a large pent house with pool.,neutral,neutral
Few aliens used quarters.,**many** aliens used coins.,neutral,neutral
The government has imposed a **old** tax on wine.,The government has imposed a new tax on famous wine.,neutral,neutral
That was a fight which had no chance of a **unsuccessful** outcome.,That was a dilemma which had no chance of a successful outcome.,neutral,neutral
Every alien who did not throw tennis balls is **hairless**.,Every alien who did not throw balls is hairy.,contradiction,entailment
**more** than five of the children chose any mint chocolates or decided on the cotton candy.,Less than five of the children decided on the cotton candy.,neutral,entailment
I don't want to get a full denture.,I don't want to get a **empty** teeth replacement.,neutral,entailment
Many British delegates obtained interesting results from the survey.,**few** delegates obtained interesting results from the survey.,neutral,neutral
Not a few good pupils could solve the problem.,Not a **many** pupils could solve the problem.,neutral,neutral
Tom doesn't have a steady girlfriend.,Tom doesn't have a **unsteady** favorite girlfriend.,neutral,entailment
**few** of the campers have caught a cold.,Many of the campers have ever had a sunburn or caught a cold.,neutral,entailment
Every alien who did not see some doves is hairy.,Every alien who did not see birds is **hairless**.,contradiction,entailment
I could never afford a beach house as **nasty** as that.,I could never afford a house as nice as that.,neutral,neutral
Rudolf has built a **small** house.,Rudolf has built a large building.,neutral,neutral
At **fewest** half children chose any mint chocolates or decided on the cotton candy.,At most half children decided on the cotton candy.,neutral,entailment
She has been studying French for a few years.,She has been studying caribbean language for a **many** years.,neutral,neutral
Tom goes to bed at the same time every night.,Tom goes to garage at the **other** time every night.,neutral,neutral
Every body is **idle** except me.,Every person is busy except me.,contradiction,entailment
Many of the children chose mint chocolates or decided on the cotton candy.,**few** of the children decided on the cotton candy.,neutral,neutral
Rudolf has built a large house.,Rudolf has built a **small** stadium.,neutral,neutral
I've never seen a fat vegan.,I've never seen a **thin** strict vegan.,contradiction,entailment
He is no ordinary student.,He is no **extraordinary** master's student.,neutral,entailment
Many people in Fiji don't have access to clean drinking distilled water.,**few** people in Fiji don't have access to clean drinking water.,neutral,neutral
**many** aliens read any books.,Few aliens read any sci-fi novels.,neutral,entailment
"Don't go to extremes, to be **immoderate** is important in anything.","Don't go to ridiculous extremes, to be moderate is important in anything.",contradiction,entailment
I don't dig new modern jazz.,I don't dig **nonmodern** jazz.,neutral,neutral
This doesn't seem to be a **frivolous** problem.,This doesn't seem to be a serious problem in our school at all.,neutral,entailment
Several Portuguese delegates got the results published in **minor** national newspapers.,Several delegates got the results published in major national newspapers.,neutral,entailment
This story doesn't have a **unhappy** ending.,This story doesn't have a happy brilliant ending.,neutral,entailment
Madonna's concert drew a large audience.,Madonna's concert drew a **small** and loud audience.,contradiction,neutral
A **south** wind is blowing.,A north cold wind is blowing.,contradiction,neutral
Many people in Fiji don't have access to clean drinking water.,**few** people in Fiji don't have access to clean drinking running water.,neutral,entailment
"While most successful approaches for reading comprehension rely on recurrent neural networks (RNNs), running them over long documents is prohibitively **fast** because it is difficult to parallelize over sequences.","While most approaches for reading comprehension rely on recurrent neural networks (RNNs), running them over long documents is prohibitively slow because it is difficult to parallelize over sequences.",contradiction,neutral
**many** aliens used any coins.,Few aliens used quarters.,neutral,entailment
There's no other way to do this.,There's no **better** alternative way to do this.,neutral,entailment
Tom was wearing a black hat.,Tom was wearing a **white** sweater.,neutral,neutral
Tom never graduated from high school.,Tom never graduated from **low** school as he was expected to.,neutral,entailment
At least one man danced.,At **most** one man sang or danced.,neutral,entailment
"If you have a question, please raise your right hand.","If you want to ask a question, please raise your **left** hand.",contradiction,entailment
You shouldn't spend the **fractional** day in front of the box!,You shouldn't spend the whole day in house in front of the box!,neutral,entailment
He is a fast runner.,He is a **slow** careerist.,neutral,neutral
At most three pachyderms are pink.,At **fewest** three elephants are pink.,neutral,entailment
People who don't have a computer can't make **partial** use of this mp3 player function.,People who don't have a personal computer can't make full use of this mp3 player function.,neutral,entailment
That black bird is not a blackbird.,That **white** bird is not a real blackbird.,neutral,entailment
Tom isn't a **bad** romance writer.,Tom isn't a good writer.,neutral,neutral
There are no **dirty** plates.,There are no clean guest plates.,neutral,entailment
He has no specific aim.,He has no **general** good aim.,neutral,entailment
He believed that blacks could win their fight for **unequal** rights without generalized violence.,He believed that blacks could win their fight for equal rights without violence.,neutral,neutral
Every alien who did not see birds is **hairless**.,Every alien who did not see doves is hairy.,contradiction,neutral
Tom has a few friends in Boston.,Tom has a **many** sick friends in Boston.,contradiction,neutral
He owns a private jet.,He owns a **public** home.,neutral,neutral
I don't dig **nonmodern** jazz.,I don't dig modern jazz in work.,neutral,entailment
Many aliens drove some cars.,**few** aliens drove some suvs.,contradiction,neutral
He is not a good driver.,He is not a **bad** driver at night.,neutral,entailment
He had a **nonfatal** lack of ability to think logically.,He had a fatal lack of capacity to think logically.,neutral,entailment
**few** people in Fiji don't have access to clean drinking water.,Many people in Fiji don't have access to clean soft drinking water.,neutral,entailment
Every alien who did not drink any soda is hairy.,Every alien who did not drink coke is **hairless**.,contradiction,neutral
**less** than five children decided on the cotton candy.,More than five children chose any mint chocolates or decided on the cotton candy.,neutral,entailment
Tom and Mary were speaking to each other in a language i didn't recognize.,Tom and Mary were speaking to each other in a recognizable language i **did** recognize.,contradiction,neutral
It is no wonder that a man of his ability is successful.,It is no wonder that a good looking man of his ability is **unsuccessful**.,contradiction,entailment
No **less** than five children decided on the cotton candy.,No more than five children chose any mint chocolates or decided on the cotton candy.,neutral,neutral
A blind man shouldn't play cards.,A **sighted** man shouldn't play cards and board games at all.,neutral,entailment
Tom goes to bed at the same time every night in april.,Tom goes to bed at the **different** time every night.,contradiction,neutral
Many aliens watched some sports matches.,**few** aliens watched baseball matches.,neutral,neutral
Doctors refused to perform a **first** stomach operation.,Doctors refused to perform a second operation.,neutral,neutral
We have some unfinished business.,We have some **finished** songs.,neutral,neutral
Today isn't my lucky day!,My birthday isn't my **unlucky** day!,neutral,neutral
I don't like **light** makeup on a young girl.,I do not like heavy makeup in a female child under 18.,neutral,entailment
Arabic isn't a **easy** language.,Arabic isn't a difficult old language.,neutral,entailment
At least five campers have had a sunburn or caught a cold.,At **most** five campers have caught a cold.,neutral,neutral
Tom isn't a **bad** writer of fiction.,Tom isn't a good writer.,neutral,neutral
At most three elephants are blue.,At **fewest** three elephants are navy blue.,neutral,entailment
Few aliens bought any clothes.,**many** aliens bought any shirts.,contradiction,entailment
Not many campers have caught a cold.,Not **few** campers have had a sunburn or caught a cold.,neutral,neutral
I wouldn't like to meet him in a **light** place.,I wouldn't like to meet him in a dark spot.,neutral,entailment
I don't want to miss **unhappy** hour.,I don't want to miss happy hour today.,neutral,entailment
Tom is facing a few **frivolous** health problems.,Tom is facing a few serious problems.,neutral,entailment
At least three commissioners spend time at home.,At **most** three commissioners spend a lot of time at home.,neutral,neutral
**first** time I visited was nearly 6 months ago and I am still finding husky fur on my socks.,Last time I visited my friend was nearly 6 months ago and I am still finding husky fur on my socks.,neutral,neutral
Tom goes to bed at the same time every night.,Tom goes to bed at a **different** time every night in his house.,contradiction,entailment
Few aliens played with toys.,**many** aliens played with toy cars.,contradiction,entailment
At most three girls did not dance.,At **fewest** three girls did not move.,neutral,entailment
The villagers have done without electricity for a long time.,The villagers have done without electricity in their home for a **short** time.,neutral,entailment
Petrol is no longer a **expensive** available fuel.,Petrol is no longer a cheap fuel.,contradiction,neutral
**many** aliens saw any doves.,Few aliens saw birds.,contradiction,neutral
Few aliens watched any sports matches.,**many** aliens watched baseball matches.,contradiction,entailment
"All of a sudden, i felt a sharp pain in my stomach.","All of a **gradual**, i felt a sharp constant pain in my stomach.",neutral,neutral
Many aliens bought some shirts.,**few** aliens bought some clothes.,contradiction,entailment
Tom didn't live a **short** life.,Tom didn't live a long beautiful life.,neutral,entailment
Extraordinary things never happen in **complex** and ordinary ways.,Extraordinary things never happen in simple and ordinary manner.,neutral,entailment
Not **few** children decided on the cotton candy.,Not many children chose mint chocolates or decided on the cotton candy.,contradiction,neutral
Tom doesn't spend **little** time for study in Boston.,Tom doesn't spend much time in Boston.,contradiction,neutral
**many** aliens bought any shirts.,Few aliens bought clothes.,contradiction,neutral
**many** aliens bought shirts.,Few aliens bought clothes.,contradiction,neutral
Not **few** of the children chose mint chocolates or decided on the cotton candy.,Not many of the children decided on the cotton candy.,neutral,entailment
I'm not a little girl anymore.,I'm not a **large** female child anymore.,contradiction,entailment
Tom is facing a **many** serious problems.,Tom is facing a few serious work problems.,neutral,neutral
Many aliens threw tennis balls.,**few** aliens threw balls.,contradiction,entailment
More than five of campers have caught a cold.,**lesser** than five of campers have ever had a sunburn or caught a cold.,contradiction,entailment
All Tom wanted was a **nasty** hot bath.,All Tom wanted was a nice hot and relaxing bath.,contradiction,neutral
Every alien who did not throw any balls is hairy.,Every alien who did not throw tennis balls is **hairless**.,contradiction,neutral
"In all areas, **nonhuman** activity has changed the form of river channels, altering magnitudes and frequencies of flooding.","In all developed areas, human activity has changed the form of river channels, altering magnitudes and frequencies of flooding.",neutral,entailment
I don't want to get a full denture.,I don't want to get a **empty** teeth change.,neutral,entailment
I don't answer **smart** questions that tend to offend me.,I don't answer stupid questions.,neutral,neutral
Few aliens used any quarters.,**many** aliens used any coins.,neutral,neutral
Many people in Fiji don't have any comfortable access to clean drinking water.,**few** people in Fiji don't have any access to clean drinking water.,neutral,entailment
Rock climbing without proper equipment is dangerous.,Rock climbing without proper equipment of security is **safe**.,contradiction,entailment
It is no wonder that a good looking man of his ability is **unsuccessful**.,It is no wonder that a man of his ability is successful.,contradiction,neutral
Tom isn't a good romance writer.,Tom isn't a **bad** writer.,neutral,neutral
**many** aliens drank any coke.,Few aliens drank any soda.,contradiction,neutral
"In grounded communication tasks, speakers face pressures in choosing referential expressions that distinguish their targets from others in the context, leading to many kinds of pragmatic meaning enrichment.","In grounded communication tasks, speakers face pressures in choosing referential expressions that distinguish their targets from others in the context, leading to **few** kinds of meaning enrichment.",contradiction,entailment
At **most** one man danced.,At least one man sang and danced.,neutral,neutral
Less than five of the children decided on the cotton candy.,**morer** than five of the children chose any mint chocolates or decided on the cotton candy.,neutral,neutral
Rock climbing without proper equipment is **safe**.,Rock climbing without proper equipment of good quality is dangerous.,contradiction,entailment
I have no more ideas.,I have **more** new ideas.,contradiction,entailment
The weather forecast is not reliable at all in summer.,The weather forecast is not **unreliable** at all.,contradiction,neutral
Germany has no **maximal** wage.,Germany has no minimum necessary wage.,neutral,entailment
At most half children decided on the cotton candy.,At most **all** children chose mint chocolates or decided on the cotton candy.,neutral,neutral
Sekkura is a **unqualified** chef.,Sekkura is a qualified dough puncher.,neutral,neutral
"Tom is, without question, the best man for the job.","Tom is, without question and certainly, the **worst** man for the job.",contradiction,entailment
Every alien who did not watch sports matches is **hairless**.,Every alien who did not watch baseball matches is hairy.,contradiction,neutral
Many aliens saw some doves.,**few** aliens saw birds.,contradiction,entailment
I could never afford a house as **nasty** as that.,I could never afford a colorful house as nice as that.,neutral,entailment
It's not true that Betty doesn't live in Berlin.,It's not **false** that Betty doesn't live in Germany.,contradiction,entailment
Every alien who did not eat at Mexican restaurants is **hairless**.,Every alien who did not eat at restaurants is hairy.,contradiction,entailment
No **less** than five children chose mint chocolates or decided on the cotton candy.,No more than five children decided on the cotton candy.,neutral,entailment
**less** than five of campers have ever had a sunburn or caught a cold.,More than five of campers have caught a cold.,neutral,neutral
Every alien who did not watch any sports matches is **hairless**.,Every alien who did not watch baseball matches is hairy.,contradiction,neutral
**few** aliens watched sports matches.,Many aliens watched baseball matches.,contradiction,neutral
The tanker has only a small crew on board.,The tanker has only a **large** crew on board to move on.,contradiction,entailment
No more than fifty children decided on the cotton candy.,No **less** than fifty children chose mint chocolates or decided on the cotton candy.,contradiction,neutral
Most people don't drink enough liquids.,**fewest** people don't drink enough water.,neutral,neutral
You have no **illegal** right to seize my property.,You have no legal authority to seize my property.,neutral,entailment
Extraordinary things never happen in simple and ordinary ways.,Extraordinary things never happen in **complex** and ordinary ways they are complicated.,neutral,entailment
**many** aliens bought any clothes.,Few aliens bought any shirts.,neutral,entailment
The word came to be used for all **large** heavenly dusty bodies revolving about larger ones.,The word came to be used for all small heavenly bodies revolving about larger ones.,contradiction,neutral
Not a **many** pupils could solve the problem.,Not a few good pupils could solve the problem.,neutral,entailment
More than half of the tenors are sick.,**less** than half of the tenors have the flu.,neutral,neutral
Rudolf has built a **small** house.,Rudolf has built a large apartment.,neutral,neutral
No less than fifty children decided on the cotton candy.,No **more** than fifty children chose any mint chocolates or decided on the cotton candy.,contradiction,entailment
No **less** than five campers have caught a cold.,No more than five campers have ever had a sunburn or caught a cold.,contradiction,neutral
All good things come in threes.,All **bad** things in life come in threes.,neutral,entailment
Every **short** man from Japan who sings the blues ran quickly.,Every tall man ran.,neutral,neutral
**few** aliens saw some birds.,Many aliens saw doves.,contradiction,neutral
Few aliens watched any sports matches.,**many** aliens watched any baseball matches.,contradiction,entailment
He drank a whole bottle of milk.,He drank a **fractional** bottle of water.,neutral,neutral
Dogs have all the **bad** qualities of people without at the same time possessing their weaknesses.,Dogs and all pets have all the good qualities of people without at the same time possessing their weaknesses.,neutral,neutral
Few aliens watched any baseball matches.,**many** aliens watched any sports matches.,neutral,neutral
This doesn't seem to be a serious problem for you.,This doesn't seem to be a **frivolous** problem.,neutral,neutral
Few linguists entered the race early.,**many** linguists entered the race.,neutral,neutral
"Regional governors could not rely on anyone for help in times of crisis, and the ensuing food shortages and **nonpolitical** disputes escalated into famines and small-scale civil wars.","Regional governors could not rely on the king for help in times of crisis, and the ensuing food shortages and political disputes escalated into famines and small-scale civil wars.",neutral,entailment
**few** people in Fiji don't have access to clean drinking water.,Many people in Fiji don't have access to clean drinking mineral water.,contradiction,entailment
Rudolf has built a **small** house.,Rudolf has built a large stadium.,neutral,neutral
Many aliens played with some toy cars.,**few** aliens played with some toys.,contradiction,entailment
Little Sophie was not **disobedient**.,Sophie was not obedient in her dance class.,neutral,entailment
You can't have a rainbow in the sky without a **large** rain.,You can't have a rainbow without a little rain.,neutral,entailment
He is no **extraordinary** undergraduate student.,He is no ordinary student.,neutral,neutral
I don't like heavy makeup on a female child under 18.,I do not like **light** makeup in a young girl.,neutral,neutral
"Don't go to extremes, to be moderate is important in anything.","Don't go to such extremes, to be **immoderate** is important in anything.",contradiction,entailment
The villagers have done without electricity in their home for a long time.,The villagers have done without electricity for a **short** time.,neutral,neutral
She's wearing a nice hat.,She's wearing a **nasty** summer hat.,contradiction,neutral
No less than fifty campers have caught a cold.,No **morer** than fifty campers have had a sunburn or caught a cold.,contradiction,entailment
You have no **illegal** right to seize my property.,You have no legal liberty to seize my property.,neutral,entailment
Every alien who did not play with toy cars is **hairless**.,Every alien who did not play with toys is hairy.,contradiction,entailment
No **less** than fifty children decided on the cotton candy.,No more than fifty children chose any mint chocolates or decided on the cotton candy.,contradiction,neutral
A big spider was spinning a web.,A **small** spider was spinning an awesome web.,neutral,neutral
Today is not good for me.,Flying today is not **bad** for me.,neutral,neutral
I have no **better** ideas.,I have no more new ideas.,neutral,entailment
I don't want to get a full perfect denture.,I don't want to get a **empty** denture.,neutral,neutral
Many aliens saw some birds.,**few** aliens saw doves.,neutral,neutral
Many aliens threw some balls.,**few** aliens threw tennis balls.,neutral,neutral
Few aliens bought any shirts.,**many** aliens bought clothes.,neutral,neutral
**few** people in Fiji don't have access to clean drinking distilled water.,Many people in Fiji don't have access to clean drinking water.,neutral,neutral
**fewest** people don't like hospitals.,Most people don't like bad hospitals.,neutral,entailment
**more** than five campers have had a sunburn or caught a cold.,Less than five campers have caught a cold.,contradiction,entailment
